Player,Overall Score,Height,Weight,Age,Preferred Foot,Preferred Positions,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Attack Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,Free Kick Acc,Penalties,Volleys
Oussama Darfalou,69,184,80,28,0,3,67.0,68.0,39.0,28.0,34.0,66.0,65.0,69.0,26.0,44.0,67.0,40.0,53.0,39.0,74.0,72.0,77.0,62.0,75.0,64.0,83.0,67.0,69.0,73.0,64.0,54.0,38.0,68.0,67.0
Allan Sousa,69,172,64,24,1,2,71.0,72.0,24.0,13.0,14.0,66.0,58.0,59.0,25.0,66.0,69.0,67.0,63.0,56.0,82.0,74.0,52.0,89.0,85.0,92.0,86.0,57.0,72.0,63.0,62.0,62.0,65.0,68.0,58.0
Jaidon Anthony,69,183,68,22,0,3,70.0,69.0,15.0,17.0,26.0,48.0,67.0,66.0,21.0,65.0,66.0,67.0,65.0,51.0,78.0,66.0,64.0,75.0,79.0,71.0,70.0,54.0,63.0,66.0,58.0,63.0,52.0,62.0,59.0
James Garner,69,182,80,20,0,2,70.0,62.0,64.0,64.0,68.0,69.0,67.0,55.0,66.0,67.0,70.0,53.0,73.0,74.0,68.0,65.0,64.0,57.0,67.0,67.0,61.0,55.0,68.0,59.0,66.0,56.0,50.0,64.0,50.0
Borja Garcés,69,183,71,22,0,3,70.0,69.0,28.0,24.0,27.0,52.0,67.0,68.0,26.0,49.0,58.0,37.0,64.0,38.0,64.0,41.0,51.0,69.0,61.0,66.0,62.0,68.0,74.0,75.0,70.0,46.0,38.0,63.0,67.0
Keane Lewis-Potter,69,170,67,20,0,3,69.0,69.0,27.0,23.0,26.0,42.0,65.0,65.0,29.0,64.0,64.0,64.0,64.0,53.0,84.0,73.0,56.0,78.0,81.0,80.0,75.0,64.0,64.0,66.0,63.0,59.0,56.0,58.0,57.0
Fernando Andrade,69,181,78,28,0,3,68.0,69.0,30.0,18.0,20.0,72.0,70.0,70.0,13.0,62.0,55.0,65.0,70.0,67.0,68.0,65.0,75.0,61.0,69.0,60.0,70.0,67.0,75.0,73.0,66.0,62.0,41.0,61.0,65.0
Adalberto Carrasquilla,69,170,64,23,0,2,71.0,70.0,51.0,57.0,63.0,62.0,71.0,67.0,62.0,68.0,68.0,55.0,70.0,66.0,75.0,77.0,61.0,82.0,72.0,83.0,77.0,48.0,62.0,61.0,64.0,59.0,47.0,51.0,47.0
Tomás Badaloni,69,186,82,21,1,3,68.0,60.0,31.0,21.0,15.0,42.0,67.0,72.0,23.0,56.0,55.0,44.0,58.0,43.0,57.0,63.0,82.0,53.0,62.0,58.0,76.0,74.0,77.0,68.0,67.0,45.0,39.0,66.0,55.0
Rabbi Matondo,69,175,66,21,0,3,67.0,72.0,33.0,34.0,46.0,38.0,59.0,64.0,27.0,61.0,50.0,63.0,66.0,56.0,93.0,57.0,48.0,76.0,88.0,82.0,71.0,52.0,58.0,66.0,52.0,69.0,67.0,40.0,57.0
Ian Poveda,69,167,64,21,1,2,74.0,76.0,35.0,31.0,36.0,39.0,65.0,57.0,27.0,63.0,66.0,65.0,64.0,48.0,84.0,62.0,55.0,83.0,81.0,82.0,40.0,27.0,52.0,59.0,49.0,38.0,36.0,47.0,45.0
Manuel Wintzheimer,69,180,77,22,0,3,71.0,66.0,23.0,17.0,27.0,57.0,64.0,73.0,21.0,70.0,55.0,69.0,67.0,57.0,71.0,70.0,71.0,71.0,64.0,73.0,72.0,64.0,73.0,73.0,63.0,50.0,33.0,55.0,60.0
Kevin Agudelo,69,178,70,23,1,2,73.0,73.0,53.0,48.0,54.0,58.0,68.0,67.0,55.0,70.0,65.0,62.0,71.0,67.0,76.0,68.0,59.0,81.0,64.0,79.0,59.0,48.0,66.0,62.0,60.0,56.0,42.0,43.0,50.0
Largie Ramazani,69,167,55,20,0,2,68.0,74.0,30.0,30.0,34.0,62.0,65.0,66.0,35.0,63.0,65.0,64.0,60.0,56.0,85.0,62.0,51.0,83.0,84.0,86.0,65.0,41.0,66.0,63.0,57.0,56.0,52.0,50.0,58.0
Linton Maina,69,173,70,22,0,3,69.0,72.0,26.0,22.0,23.0,38.0,63.0,55.0,19.0,62.0,63.0,64.0,63.0,57.0,94.0,65.0,44.0,88.0,94.0,85.0,55.0,44.0,57.0,60.0,49.0,63.0,43.0,44.0,55.0
Kevin Sessa,69,175,70,21,0,2,72.0,74.0,56.0,65.0,68.0,55.0,67.0,58.0,55.0,67.0,65.0,67.0,74.0,70.0,79.0,75.0,45.0,81.0,77.0,85.0,72.0,58.0,63.0,57.0,59.0,60.0,55.0,47.0,53.0
Anthony Gordon,69,185,70,20,0,2,70.0,75.0,32.0,30.0,35.0,57.0,59.0,64.0,28.0,64.0,62.0,64.0,64.0,55.0,78.0,65.0,51.0,66.0,82.0,68.0,55.0,49.0,63.0,62.0,64.0,65.0,59.0,65.0,48.0
Ismael Govea,69,176,69,24,0,1,64.0,67.0,64.0,70.0,66.0,72.0,66.0,55.0,64.0,52.0,56.0,64.0,51.0,50.0,81.0,73.0,70.0,72.0,82.0,73.0,80.0,68.0,33.0,31.0,26.0,35.0,32.0,44.0,32.0
Koki Anzai,69,172,64,26,0,1,65.0,63.0,64.0,62.0,62.0,56.0,65.0,57.0,56.0,62.0,59.0,70.0,65.0,65.0,90.0,88.0,43.0,76.0,88.0,76.0,71.0,46.0,61.0,48.0,53.0,67.0,57.0,48.0,41.0
Giorgi Kharaishvili,69,183,73,25,0,2,70.0,68.0,41.0,40.0,42.0,48.0,58.0,70.0,22.0,68.0,58.0,61.0,68.0,64.0,79.0,72.0,61.0,65.0,73.0,72.0,63.0,38.0,71.0,68.0,72.0,71.0,70.0,60.0,53.0
Nathan Ferguson,69,178,70,21,0,1,67.0,64.0,67.0,71.0,70.0,64.0,66.0,36.0,69.0,39.0,68.0,58.0,66.0,56.0,57.0,70.0,69.0,68.0,70.0,50.0,68.0,59.0,49.0,30.0,38.0,30.0,33.0,45.0,30.0
Chris Mueller,69,175,74,25,0,3,68.0,70.0,26.0,12.0,24.0,34.0,63.0,67.0,15.0,70.0,64.0,60.0,68.0,51.0,80.0,66.0,68.0,68.0,82.0,77.0,66.0,61.0,63.0,71.0,59.0,46.0,41.0,59.0,53.0
Václav Drchal,69,185,84,22,0,3,67.0,65.0,23.0,26.0,20.0,72.0,64.0,73.0,22.0,47.0,60.0,44.0,61.0,49.0,78.0,64.0,79.0,57.0,77.0,72.0,67.0,72.0,63.0,68.0,59.0,53.0,55.0,60.0,65.0
Ionuț Nedelcearu,69,190,85,25,0,1,58.0,53.0,69.0,67.0,70.0,83.0,67.0,42.0,67.0,43.0,72.0,40.0,62.0,65.0,61.0,70.0,81.0,55.0,61.0,57.0,60.0,68.0,55.0,46.0,41.0,42.0,44.0,48.0,36.0
Aaron Herrera,69,180,70,24,0,1,64.0,68.0,70.0,68.0,70.0,71.0,62.0,68.0,64.0,67.0,65.0,70.0,61.0,65.0,72.0,73.0,76.0,59.0,69.0,65.0,61.0,57.0,32.0,31.0,28.0,48.0,43.0,42.0,33.0
Stephan Ambrosius,69,182,80,23,0,1,56.0,43.0,66.0,66.0,71.0,78.0,53.0,30.0,67.0,32.0,56.0,30.0,61.0,56.0,66.0,59.0,84.0,64.0,70.0,71.0,86.0,66.0,48.0,25.0,23.0,30.0,28.0,38.0,29.0
Artem Dovbyk,69,185,78,24,1,3,62.0,64.0,32.0,13.0,19.0,64.0,68.0,72.0,19.0,39.0,56.0,39.0,67.0,36.0,73.0,63.0,77.0,70.0,74.0,58.0,70.0,73.0,73.0,68.0,59.0,54.0,35.0,53.0,57.0
Sepp Ziad,69,194,78,20,0,1,68.0,63.0,69.0,69.0,71.0,68.0,68.0,52.0,68.0,62.0,64.0,48.0,66.0,62.0,63.0,75.0,73.0,52.0,69.0,58.0,66.0,66.0,45.0,24.0,23.0,34.0,26.0,40.0,27.0
Edwuin Cetré,69,170,74,23,0,2,66.0,73.0,38.0,28.0,29.0,41.0,50.0,69.0,31.0,60.0,64.0,65.0,64.0,55.0,83.0,80.0,52.0,79.0,84.0,74.0,71.0,52.0,75.0,72.0,69.0,62.0,40.0,53.0,70.0
Rafael Barbosa,69,173,67,25,0,3,72.0,73.0,22.0,28.0,31.0,50.0,67.0,64.0,35.0,65.0,69.0,65.0,69.0,68.0,77.0,66.0,38.0,87.0,75.0,86.0,70.0,43.0,60.0,58.0,59.0,62.0,59.0,54.0,57.0
Gastón Lódico,69,173,63,23,0,2,73.0,75.0,53.0,49.0,59.0,59.0,64.0,63.0,62.0,69.0,70.0,65.0,73.0,73.0,77.0,71.0,49.0,80.0,75.0,80.0,59.0,47.0,65.0,56.0,57.0,71.0,66.0,52.0,56.0
Gianluca Busio,69,170,61,19,0,2,71.0,70.0,58.0,49.0,67.0,64.0,69.0,66.0,54.0,69.0,68.0,48.0,72.0,70.0,67.0,73.0,59.0,91.0,62.0,84.0,79.0,58.0,61.0,63.0,64.0,70.0,65.0,60.0,53.0
Lewis Ferguson,69,181,75,22,0,2,68.0,65.0,64.0,67.0,67.0,84.0,62.0,68.0,68.0,69.0,72.0,58.0,71.0,69.0,72.0,91.0,75.0,76.0,73.0,79.0,74.0,66.0,75.0,67.0,70.0,69.0,67.0,74.0,64.0
Fausto Vera,69,179,74,21,0,2,71.0,67.0,66.0,61.0,63.0,60.0,65.0,58.0,58.0,71.0,73.0,58.0,76.0,73.0,72.0,73.0,62.0,68.0,61.0,70.0,51.0,52.0,66.0,54.0,54.0,59.0,46.0,58.0,53.0
Wrzesiński Wakizaka,69,172,68,26,0,2,71.0,69.0,41.0,46.0,56.0,41.0,67.0,67.0,46.0,72.0,67.0,65.0,73.0,72.0,65.0,71.0,56.0,75.0,59.0,70.0,53.0,37.0,65.0,65.0,67.0,67.0,74.0,51.0,64.0
Mohamed Dräger,69,178,74,25,0,1,66.0,66.0,64.0,64.0,65.0,70.0,67.0,60.0,65.0,56.0,56.0,66.0,64.0,56.0,84.0,69.0,56.0,74.0,77.0,77.0,49.0,63.0,62.0,57.0,60.0,52.0,48.0,60.0,58.0
Matija Ljujić,69,185,78,28,1,2,73.0,71.0,50.0,49.0,57.0,64.0,70.0,68.0,63.0,71.0,70.0,64.0,72.0,64.0,63.0,67.0,76.0,65.0,61.0,73.0,34.0,62.0,72.0,64.0,73.0,76.0,70.0,62.0,57.0
Franco Moyano,69,171,70,24,0,2,71.0,70.0,65.0,66.0,69.0,68.0,65.0,61.0,62.0,65.0,67.0,61.0,76.0,73.0,67.0,74.0,70.0,74.0,69.0,68.0,68.0,62.0,61.0,51.0,53.0,44.0,46.0,53.0,41.0
Juan Ignacio Méndez,69,177,69,24,0,2,69.0,70.0,65.0,71.0,69.0,71.0,70.0,67.0,65.0,69.0,77.0,59.0,73.0,63.0,68.0,73.0,67.0,75.0,72.0,75.0,73.0,65.0,75.0,55.0,65.0,65.0,54.0,52.0,65.0
Mateo Retegui,69,186,86,22,0,3,68.0,66.0,34.0,22.0,25.0,60.0,70.0,70.0,28.0,56.0,68.0,36.0,64.0,48.0,58.0,64.0,82.0,54.0,66.0,58.0,76.0,72.0,68.0,70.0,66.0,56.0,32.0,66.0,56.0
Kevin Gutiérrez,69,168,65,24,0,2,69.0,67.0,63.0,62.0,62.0,75.0,65.0,60.0,66.0,66.0,63.0,53.0,75.0,65.0,80.0,79.0,63.0,80.0,72.0,80.0,77.0,47.0,61.0,57.0,58.0,51.0,59.0,53.0,45.0
Rob Atkinson,69,193,85,23,1,1,57.0,57.0,68.0,68.0,69.0,71.0,65.0,33.0,69.0,45.0,64.0,28.0,62.0,56.0,52.0,78.0,85.0,40.0,55.0,37.0,45.0,70.0,29.0,21.0,25.0,37.0,19.0,30.0,28.0
Keaton Parks,69,191,81,24,0,2,73.0,69.0,63.0,64.0,68.0,73.0,69.0,69.0,67.0,67.0,74.0,60.0,71.0,68.0,38.0,71.0,74.0,40.0,32.0,58.0,39.0,67.0,68.0,63.0,59.0,47.0,52.0,54.0,41.0
Teikeu Meriah,69,188,83,28,0,1,58.0,57.0,69.0,68.0,72.0,73.0,60.0,38.0,70.0,46.0,54.0,31.0,63.0,68.0,72.0,65.0,74.0,58.0,70.0,65.0,87.0,66.0,69.0,34.0,63.0,25.0,32.0,66.0,46.0
Lou J. H. Bárcenas,69,175,75,28,0,3,67.0,70.0,35.0,38.0,36.0,36.0,65.0,67.0,32.0,61.0,60.0,67.0,64.0,60.0,78.0,79.0,62.0,76.0,77.0,83.0,55.0,40.0,65.0,69.0,67.0,72.0,71.0,56.0,55.0
Nemanja Milunović,69,193,86,32,0,1,50.0,45.0,69.0,68.0,70.0,72.0,68.0,45.0,70.0,40.0,58.0,24.0,60.0,45.0,50.0,62.0,82.0,40.0,55.0,45.0,71.0,70.0,60.0,33.0,27.0,27.0,28.0,58.0,33.0
Roberto Massimo,69,181,77,21,0,2,72.0,74.0,59.0,49.0,55.0,52.0,58.0,60.0,44.0,57.0,55.0,61.0,63.0,54.0,85.0,69.0,56.0,73.0,89.0,80.0,64.0,50.0,62.0,64.0,55.0,38.0,32.0,58.0,40.0
Filip Bradarić,69,185,77,29,0,2,75.0,61.0,65.0,72.0,74.0,64.0,62.0,46.0,64.0,71.0,66.0,63.0,76.0,75.0,61.0,72.0,71.0,67.0,51.0,61.0,65.0,64.0,62.0,45.0,61.0,61.0,40.0,44.0,59.0
Igor,69,185,84,23,1,1,57.0,44.0,69.0,69.0,72.0,80.0,60.0,48.0,69.0,56.0,62.0,24.0,65.0,52.0,69.0,65.0,78.0,66.0,68.0,66.0,70.0,57.0,44.0,22.0,36.0,32.0,25.0,28.0,27.0
Jón Dagur Þorsteinsson,69,177,66,23,0,3,70.0,73.0,46.0,34.0,38.0,85.0,66.0,70.0,35.0,66.0,72.0,64.0,65.0,55.0,79.0,74.0,67.0,77.0,80.0,82.0,59.0,33.0,62.0,60.0,59.0,63.0,61.0,55.0,53.0
Lucas Vera,69,164,60,24,0,2,75.0,76.0,49.0,59.0,61.0,58.0,64.0,63.0,58.0,71.0,59.0,63.0,72.0,70.0,82.0,77.0,34.0,80.0,78.0,84.0,61.0,41.0,66.0,51.0,64.0,81.0,53.0,55.0,49.0
Giorgi Chakvetadze,69,183,78,22,0,2,73.0,73.0,29.0,32.0,41.0,38.0,60.0,67.0,30.0,70.0,59.0,69.0,71.0,67.0,72.0,34.0,63.0,71.0,70.0,74.0,71.0,39.0,75.0,62.0,67.0,76.0,59.0,58.0,64.0
Jean-Manuel Mbom,69,183,80,21,0,2,69.0,68.0,68.0,63.0,69.0,76.0,72.0,59.0,67.0,65.0,60.0,65.0,73.0,69.0,68.0,78.0,73.0,75.0,63.0,69.0,61.0,45.0,66.0,59.0,59.0,40.0,50.0,59.0,44.0
Oleg Reabciuk,69,180,72,23,1,1,70.0,63.0,63.0,68.0,68.0,59.0,70.0,55.0,63.0,48.0,63.0,62.0,62.0,54.0,82.0,71.0,60.0,67.0,81.0,70.0,65.0,48.0,42.0,38.0,39.0,63.0,31.0,38.0,27.0
Souleymane Diarra,69,173,68,26,0,2,70.0,72.0,68.0,64.0,65.0,73.0,68.0,62.0,66.0,64.0,66.0,58.0,71.0,68.0,66.0,82.0,62.0,82.0,66.0,77.0,84.0,48.0,60.0,55.0,59.0,56.0,39.0,44.0,40.0
Emmanuel Sabbi,69,178,70,23,0,3,72.0,74.0,36.0,29.0,35.0,53.0,61.0,65.0,40.0,57.0,64.0,53.0,60.0,50.0,90.0,65.0,56.0,88.0,92.0,90.0,93.0,57.0,66.0,62.0,60.0,61.0,43.0,54.0,59.0
Nahuel Estévez,69,181,77,26,0,2,72.0,70.0,59.0,62.0,65.0,74.0,66.0,65.0,62.0,65.0,68.0,73.0,73.0,70.0,66.0,75.0,57.0,66.0,65.0,71.0,72.0,57.0,65.0,67.0,62.0,70.0,75.0,64.0,62.0
Leonardo Sequeira,69,172,69,26,0,2,70.0,77.0,35.0,29.0,28.0,28.0,53.0,68.0,24.0,63.0,65.0,68.0,62.0,60.0,77.0,65.0,58.0,77.0,74.0,79.0,45.0,57.0,67.0,68.0,68.0,65.0,50.0,55.0,65.0
Jonathan Sandoval,69,181,72,34,0,1,62.0,64.0,65.0,68.0,68.0,76.0,64.0,57.0,70.0,54.0,59.0,65.0,60.0,58.0,68.0,78.0,71.0,68.0,67.0,66.0,70.0,66.0,59.0,53.0,49.0,44.0,49.0,46.0,41.0
Giannis Bouzoukis,69,172,67,23,1,2,71.0,68.0,40.0,48.0,45.0,55.0,67.0,63.0,42.0,70.0,59.0,70.0,75.0,74.0,68.0,64.0,55.0,78.0,66.0,73.0,63.0,48.0,68.0,58.0,67.0,70.0,68.0,43.0,36.0
Mohamed Fouzair,69,168,69,29,0,3,70.0,74.0,28.0,22.0,30.0,51.0,62.0,68.0,25.0,65.0,66.0,64.0,65.0,64.0,82.0,67.0,60.0,86.0,74.0,83.0,43.0,34.0,61.0,61.0,60.0,68.0,67.0,61.0,49.0
Hamidou Traore,69,175,74,25,0,2,68.0,72.0,63.0,66.0,71.0,73.0,60.0,64.0,65.0,61.0,68.0,56.0,69.0,67.0,73.0,79.0,71.0,75.0,71.0,76.0,67.0,60.0,73.0,60.0,73.0,56.0,49.0,49.0,41.0
Ryan Porteous,69,188,73,22,0,1,62.0,59.0,64.0,67.0,68.0,80.0,60.0,49.0,66.0,62.0,56.0,32.0,63.0,65.0,53.0,75.0,80.0,55.0,54.0,47.0,81.0,70.0,66.0,23.0,19.0,49.0,23.0,36.0,24.0
Dimitrios Kolovetsios,69,183,77,30,1,1,49.0,45.0,71.0,69.0,73.0,69.0,65.0,41.0,70.0,50.0,74.0,35.0,65.0,58.0,63.0,78.0,73.0,68.0,65.0,60.0,60.0,70.0,50.0,24.0,33.0,31.0,23.0,38.0,27.0
Bastien Toma,69,173,69,22,0,2,69.0,72.0,64.0,64.0,64.0,65.0,67.0,65.0,66.0,71.0,64.0,55.0,70.0,68.0,74.0,72.0,69.0,84.0,62.0,81.0,64.0,54.0,61.0,62.0,71.0,56.0,62.0,54.0,55.0
Junior Arias,69,179,79,28,0,3,72.0,63.0,28.0,15.0,17.0,64.0,68.0,73.0,23.0,56.0,68.0,40.0,66.0,45.0,62.0,72.0,70.0,71.0,61.0,68.0,74.0,69.0,78.0,70.0,68.0,47.0,44.0,72.0,55.0
Cyril Mandouki,69,179,76,30,0,2,68.0,64.0,63.0,64.0,66.0,68.0,68.0,61.0,72.0,68.0,68.0,59.0,69.0,66.0,52.0,80.0,72.0,70.0,57.0,67.0,83.0,70.0,60.0,52.0,54.0,56.0,38.0,45.0,45.0
Ivan Ljubić,69,184,75,25,0,2,70.0,68.0,70.0,64.0,66.0,63.0,71.0,67.0,66.0,68.0,65.0,57.0,72.0,69.0,67.0,81.0,72.0,65.0,69.0,66.0,62.0,61.0,66.0,64.0,64.0,57.0,47.0,60.0,58.0
Fernando Beltrán,69,163,64,23,0,2,73.0,70.0,65.0,63.0,65.0,57.0,70.0,63.0,66.0,70.0,70.0,53.0,79.0,74.0,71.0,65.0,45.0,92.0,69.0,75.0,48.0,50.0,63.0,51.0,64.0,62.0,53.0,56.0,52.0
Vassilios Lampropoulos,69,185,83,31,0,1,54.0,48.0,70.0,69.0,73.0,64.0,63.0,40.0,71.0,42.0,62.0,59.0,58.0,64.0,68.0,64.0,76.0,59.0,62.0,66.0,70.0,66.0,52.0,36.0,49.0,36.0,40.0,40.0,35.0
Dylan Batubinsika,69,185,84,25,0,1,59.0,50.0,62.0,68.0,70.0,81.0,61.0,24.0,66.0,54.0,61.0,35.0,62.0,60.0,67.0,64.0,84.0,57.0,75.0,52.0,65.0,73.0,50.0,21.0,23.0,22.0,28.0,31.0,20.0
Alfa Semedo,69,190,82,24,0,2,71.0,70.0,68.0,66.0,73.0,75.0,68.0,65.0,66.0,60.0,69.0,49.0,65.0,62.0,65.0,76.0,77.0,45.0,68.0,67.0,64.0,71.0,72.0,49.0,63.0,55.0,44.0,47.0,55.0
Glauder,69,183,76,26,1,1,66.0,61.0,67.0,66.0,69.0,80.0,64.0,63.0,65.0,42.0,58.0,63.0,63.0,59.0,69.0,77.0,80.0,63.0,71.0,61.0,79.0,67.0,60.0,25.0,28.0,45.0,31.0,33.0,30.0
Przemysław Płacheta,69,177,72,23,1,2,67.0,66.0,38.0,33.0,40.0,46.0,62.0,61.0,41.0,63.0,59.0,64.0,63.0,47.0,89.0,89.0,52.0,85.0,94.0,89.0,65.0,37.0,67.0,65.0,49.0,55.0,46.0,49.0,49.0
Innocent Maela,69,170,68,29,1,1,68.0,66.0,70.0,70.0,74.0,51.0,62.0,41.0,68.0,41.0,68.0,65.0,49.0,26.0,71.0,69.0,55.0,83.0,67.0,55.0,64.0,56.0,55.0,31.0,41.0,34.0,44.0,40.0,30.0
Dominik Frieser,69,176,76,28,0,3,70.0,66.0,39.0,42.0,44.0,55.0,71.0,71.0,43.0,65.0,69.0,68.0,67.0,67.0,77.0,80.0,68.0,72.0,74.0,72.0,69.0,62.0,68.0,67.0,65.0,66.0,61.0,66.0,64.0
Siriki Dembélé,69,173,67,25,0,2,69.0,73.0,19.0,32.0,38.0,33.0,67.0,69.0,30.0,68.0,63.0,65.0,61.0,54.0,91.0,73.0,58.0,90.0,83.0,84.0,34.0,60.0,69.0,68.0,66.0,54.0,55.0,58.0,67.0
Dennis Eckert Ayensa,69,182,80,24,0,2,72.0,73.0,35.0,16.0,15.0,25.0,62.0,63.0,18.0,41.0,57.0,38.0,59.0,37.0,76.0,72.0,74.0,66.0,82.0,67.0,64.0,70.0,66.0,72.0,60.0,45.0,50.0,59.0,64.0
C. Isaac Njie,69,188,72,27,0,3,72.0,70.0,40.0,29.0,33.0,58.0,69.0,65.0,39.0,60.0,73.0,54.0,62.0,40.0,75.0,70.0,73.0,59.0,77.0,65.0,63.0,69.0,73.0,68.0,67.0,65.0,36.0,60.0,67.0
Bevic Moussiti-Oko,69,184,89,26,0,3,68.0,66.0,24.0,23.0,20.0,48.0,61.0,69.0,21.0,47.0,60.0,40.0,61.0,38.0,56.0,76.0,91.0,49.0,55.0,48.0,77.0,73.0,74.0,72.0,62.0,30.0,27.0,64.0,59.0
Vito Hammershøy-Mistrati,69,177,76,29,0,2,71.0,70.0,64.0,59.0,58.0,74.0,68.0,67.0,62.0,68.0,68.0,59.0,69.0,67.0,67.0,89.0,59.0,81.0,64.0,76.0,67.0,55.0,68.0,65.0,66.0,65.0,60.0,65.0,60.0
Juan Alano,69,172,69,25,0,2,66.0,64.0,34.0,49.0,51.0,55.0,69.0,70.0,45.0,72.0,64.0,67.0,66.0,65.0,70.0,80.0,67.0,74.0,76.0,71.0,68.0,59.0,67.0,63.0,65.0,51.0,52.0,52.0,54.0
Aboubakary Koita,69,175,73,23,0,1,68.0,73.0,47.0,43.0,40.0,47.0,63.0,63.0,40.0,60.0,61.0,65.0,63.0,60.0,87.0,64.0,72.0,76.0,85.0,89.0,80.0,32.0,84.0,69.0,79.0,73.0,76.0,46.0,54.0
Daniel Keita-Ruel,69,185,79,32,0,3,66.0,62.0,36.0,23.0,38.0,77.0,69.0,71.0,19.0,48.0,62.0,49.0,53.0,38.0,70.0,71.0,82.0,66.0,71.0,69.0,87.0,69.0,74.0,71.0,65.0,59.0,44.0,58.0,66.0
Lucas Possignolo,69,188,80,27,0,1,52.0,44.0,68.0,69.0,73.0,73.0,67.0,20.0,68.0,31.0,58.0,29.0,64.0,51.0,53.0,68.0,72.0,56.0,55.0,57.0,87.0,71.0,36.0,22.0,29.0,37.0,36.0,50.0,31.0
Jørgen Strand Larsen,69,193,86,21,0,3,66.0,67.0,29.0,23.0,27.0,64.0,67.0,71.0,26.0,63.0,70.0,45.0,61.0,46.0,59.0,72.0,83.0,51.0,63.0,54.0,71.0,71.0,70.0,71.0,63.0,52.0,42.0,58.0,63.0
Morris Schröter,69,183,79,26,0,1,67.0,64.0,60.0,61.0,63.0,67.0,65.0,62.0,60.0,63.0,60.0,70.0,65.0,59.0,91.0,80.0,63.0,71.0,84.0,68.0,59.0,53.0,55.0,61.0,56.0,66.0,55.0,57.0,47.0
Jeong Tae Wook,69,194,92,24,0,1,53.0,42.0,67.0,62.0,71.0,65.0,57.0,51.0,65.0,46.0,51.0,32.0,54.0,49.0,38.0,50.0,91.0,36.0,68.0,34.0,77.0,78.0,38.0,31.0,18.0,35.0,34.0,36.0,29.0
Michael Johnston,69,178,66,22,0,3,70.0,72.0,32.0,25.0,27.0,27.0,55.0,65.0,20.0,66.0,64.0,62.0,66.0,50.0,88.0,62.0,46.0,85.0,85.0,88.0,61.0,51.0,70.0,65.0,64.0,70.0,67.0,57.0,57.0
Marvin Spielmann,69,181,73,25,0,2,69.0,68.0,35.0,35.0,34.0,46.0,58.0,68.0,30.0,58.0,64.0,67.0,67.0,58.0,82.0,67.0,61.0,66.0,86.0,76.0,51.0,59.0,73.0,66.0,68.0,68.0,64.0,62.0,63.0
Jan Mlakar,69,183,78,23,0,3,64.0,65.0,19.0,19.0,23.0,36.0,63.0,71.0,18.0,50.0,60.0,38.0,62.0,53.0,72.0,63.0,73.0,66.0,71.0,65.0,62.0,70.0,74.0,76.0,62.0,52.0,47.0,62.0,50.0
Rhian Brewster,69,180,75,21,0,3,69.0,72.0,14.0,17.0,18.0,51.0,71.0,70.0,15.0,56.0,62.0,50.0,61.0,50.0,79.0,64.0,62.0,76.0,79.0,77.0,67.0,58.0,71.0,73.0,67.0,47.0,58.0,61.0,70.0
Gédéon Kalulu,69,176,74,24,0,1,62.0,62.0,69.0,68.0,70.0,69.0,64.0,39.0,64.0,49.0,66.0,54.0,63.0,53.0,81.0,70.0,79.0,76.0,83.0,80.0,89.0,68.0,49.0,35.0,42.0,46.0,38.0,41.0,27.0
Tom Edwards,69,175,76,22,0,1,64.0,61.0,61.0,64.0,65.0,65.0,64.0,51.0,64.0,58.0,60.0,69.0,63.0,62.0,77.0,78.0,75.0,66.0,75.0,72.0,86.0,61.0,40.0,41.0,44.0,52.0,43.0,45.0,32.0
Riku Matsuda,69,171,69,30,0,2,65.0,62.0,59.0,63.0,68.0,74.0,66.0,56.0,67.0,63.0,55.0,69.0,64.0,68.0,80.0,81.0,64.0,76.0,84.0,82.0,78.0,37.0,70.0,35.0,55.0,39.0,31.0,37.0,28.0
Beni Baningime,69,178,70,23,0,2,67.0,67.0,67.0,68.0,70.0,65.0,62.0,57.0,71.0,66.0,69.0,51.0,71.0,68.0,53.0,78.0,58.0,70.0,55.0,64.0,63.0,55.0,61.0,48.0,55.0,45.0,47.0,48.0,37.0
Petar Pušić,69,169,63,22,0,2,70.0,71.0,30.0,55.0,57.0,58.0,64.0,63.0,45.0,64.0,63.0,67.0,61.0,58.0,82.0,80.0,45.0,83.0,81.0,77.0,63.0,52.0,64.0,61.0,50.0,65.0,57.0,45.0,28.0
Nahuel Barrios,69,156,58,23,0,3,72.0,74.0,40.0,53.0,42.0,48.0,59.0,61.0,25.0,64.0,69.0,61.0,68.0,59.0,89.0,52.0,34.0,94.0,77.0,87.0,72.0,47.0,63.0,62.0,66.0,67.0,45.0,57.0,53.0
Sebastian Hausner,69,187,79,21,0,1,66.0,55.0,67.0,67.0,72.0,70.0,65.0,40.0,69.0,40.0,60.0,40.0,64.0,56.0,67.0,75.0,78.0,60.0,68.0,60.0,81.0,66.0,40.0,32.0,33.0,40.0,30.0,40.0,32.0
Tomoya Inukai,69,182,77,28,0,1,49.0,29.0,68.0,70.0,71.0,68.0,67.0,23.0,68.0,50.0,54.0,27.0,62.0,61.0,57.0,72.0,81.0,59.0,56.0,68.0,81.0,67.0,36.0,16.0,22.0,23.0,28.0,32.0,20.0
